( O
黑 O
龙 O
江 O
省 O
1 O
2 O
3 O
4 O
5 O
政 O
务 O
服 O
务 O
便 O
民 O
热 O
线 O
平 O
台 O
知 O
识 O
库 O
（ O
慈 O
善 O
社 O
工 O
处 O
） O
— O
— O
便 O
民 O
问 O
答 O

 O
1 O
知 O
识 O
标 O
题 O
： O

 O
社 O
会 O
工 O
作 O
者 O
的 O
报 O
考 O
条 O
件 O
？ O

 O
知 O
识 O
类 O
别 O
： O
  O
  O
  O
  O

 O
社 O
会 O
工 O
作 O
- O
社 O
工 O
管 O
理 O

 O
生 O
效 O
时 O
间 O
： O

 O
2 O
0 O
2 O
2 O
/ O
3 O
/ O
7 O
  O
1 O
6 O
: O
0 O
0 O
: O
0 O
0 O

 O
填 O
写 O
人 O
员 O
： O

 O
王 O
增 O
辉 O

 O
适 O
用 O
地 O
区 O
范 O
围 O
： O

 O
全 O
省 O

 O
答 O
复 O
内 O
容 O
： O

 O
（ O
一 O
） O
） O
初 O
级 O
社 O
会 O
工 O
作 O
者 O
报 O
考 O
条 O
件 O

 O
1 O
． O
取 O
得 O
高 O
中 O
或 O
者 O
中 O
专 O
学 O
历 O
， O
从 O
事 O
社 O
会 O
工 O
作 O
满 O
4 O
年 O
; O

 O
2 O
. O
取 O
得 O
社 O
会 O
工 O
作 O
专 O
业 O
大 O
专 O
学 O
历 O
， O
从 O
事 O
社 O
会 O
工 O
作 O
满 O
2 O
年 O
; O

 O
3 O
. O
社 O
会 O
工 O
作 O
专 O
业 O
本 O
科 O
应 O
届 O
毕 O
业 O
生 O
; O

 O
4 O
. O
取 O
得 O
其 O
他 O
专 O
业 O
大 O
专 O
学 O
历 O
， O
从 O
事 O
社 O
会 O
工 O
作 O
满 O
4 O
年 O
; O

 O
5 O
. O
取 O
得 O
其 O
他 O
专 O
业 O
本 O
科 O
及 O
以 O
上 O
学 O
历 O
， O
从 O
事 O
社 O
会 O
工 O
作 O
满 O
2 O
年 O
。 O

 O
( O
二 O
) O
中 O
级 O
社 O
会 O
工 O
作 O
者 O
报 O
考 O
条 O
件 O

 O
1 O
. O
取 O
得 O
高 O
中 O
或 O
者 O
中 O
专 O
学 O
历 O
， O
并 O
取 O
得 O
助 O
理 O
社 O
会 O
工 O
作 O
师 O
职 O
业 O
水 O
平 O
证 O
书 O
后 O
， O
从 O
事 O
社 O
会 O
工 O
作 O
满 O
6 O
年 O
; O

 O
  O
  O
  O
  O
2 O
. O
取 O
得 O
社 O
会 O
工 O
作 O
专 O
业 O
大 O
专 O
及 O
以 O
上 O
学 O
历 O
或 O
学 O
位 O
， O
从 O
事 O
社 O
会 O
工 O
作 O
满 O
4 O
年 O
; O

 O
  O
  O
  O
  O
3 O
. O
取 O
得 O
社 O
会 O
工 O
作 O
专 O
业 O
大 O
学 O
本 O
科 O
学 O
历 O
， O
从 O
事 O
社 O
会 O
工 O
作 O
满 O
3 O
年 O
; O

 O
  O
  O
  O
  O
4 O
. O
取 O
得 O
社 O
会 O
工 O
作 O
专 O
业 O
硕 O
士 O
学 O
位 O
， O
从 O
事 O
社 O
会 O
工 O
作 O
满 O
1 O
年 O
; O

 O
  O
  O
  O
  O
5 O
. O
取 O
得 O
社 O
会 O
工 O
作 O
专 O
业 O
博 O
士 O
学 O
位 O
; O

 O
  O
  O
  O
  O
6 O
. O
取 O
得 O
其 O
他 O
专 O
业 O
大 O
专 O
及 O
以 O
上 O
学 O
历 O
或 O
学 O
